ucsc,hgnc_symbol
uc058frb.1,EMSY
uc058frc.1,EMSY
uc058frd.1,
uc058fre.1,
uc058frf.1,
uc058frg.1,
uc058frh.1,LRRC32
uc058fri.1,LRRC32
uc058frj.1,LRRC32
uc058frk.1,
uc058frl.1,GUCY2EP
uc058frm.1,
uc058frn.1,TSKU
uc058fro.1,
uc058frp.1,
uc058frq.1,
uc058frr.1,TSKU
uc058frs.1,TSKU
uc058frt.1,
uc058fru.1,ACER3
uc058frv.1,ACER3
uc058frw.1,ACER3
uc058frx.1,ACER3
uc058fry.1,ACER3
uc058frz.1,ACER3
uc058fsa.1,ACER3
uc058fsb.1,ACER3
uc058fsc.1,ACER3
uc058fsd.1,
uc058fse.1,ACER3
uc058fsf.1,ACER3
uc058fsg.1,B3GNT6
uc058fsi.1,CAPN5
uc058fsj.1,CAPN5
uc058fsk.1,CAPN5
uc058fsl.1,CAPN5
uc058fsm.1,CAPN5
uc058fsn.1,MYO7A
uc058fso.1,MYO7A
uc058fsp.1,MYO7A
uc058fsq.1,MYO7A
uc058fsr.1,MYO7A
uc058fss.1,MYO7A
uc058fst.1,MYO7A
uc058fsu.1,MYO7A
uc058fsv.1,GDPD4
uc058fsw.1,GDPD4
uc058fsx.1,GDPD4
uc058fsy.1,GDPD4
uc058fsz.1,GDPD4
uc058fta.1,PAK1
uc058ftb.1,PAK1
uc058ftc.1,PAK1
uc058ftd.1,PAK1
uc058fte.1,PAK1
uc058ftf.1,PAK1
uc058ftg.1,PAK1
uc058fth.1,PAK1
uc058fti.1,PAK1
uc058ftj.1,PAK1
uc058ftk.1,PAK1
uc058ftl.1,PAK1
uc058ftm.1,PAK1
uc058ftn.1,PAK1
uc058fto.1,PAK1
uc058ftp.1,PAK1
uc058ftq.1,
uc058ftr.1,CLNS1A
uc058fts.1,RNU7-59P
uc058ftt.1,CLNS1A
uc058ftu.1,CLNS1A
uc058ftv.1,CLNS1A
uc058ftw.1,CLNS1A
uc058ftx.1,CLNS1A
uc058fty.1,CLNS1A
uc058ftz.1,CLNS1A
uc058fua.1,CLNS1A
uc058fub.1,CLNS1A
uc058fuc.1,CLNS1A
uc058fud.1,RSF1
uc058fue.1,RSF1
uc058fuf.1,RSF1
uc058fug.1,RSF1
uc058fuh.1,
uc058fui.1,RSF1
uc058fuj.1,RSF1
uc058fuk.1,RSF1
uc058ful.1,RSF1-IT2
uc058fum.1,RSF1
uc058fun.1,RSF1-IT1
uc058fuo.1,RSF1
uc058fup.1,AAMDC
uc058fuq.1,AAMDC
uc058fur.1,AAMDC
uc058fus.1,AAMDC
uc058fut.1,AAMDC
uc058fuu.1,AAMDC
uc058fuv.1,
uc058fuw.1,AAMDC
uc058fux.1,AAMDC
uc058fuy.1,
uc058fuz.1,
uc058fva.1,AAMDC
uc058fvb.1,INTS4
uc058fvc.1,INTS4
uc058fvd.1,INTS4
uc058fve.1,INTS4
uc058fvf.1,INTS4
uc058fvg.1,INTS4
uc058fvh.1,INTS4
uc058fvi.1,INTS4
uc058fvj.1,
uc058fvk.1,NDUFC2-KCTD14
uc058fvl.1,
uc058fvm.1,NDUFC2
uc058fvn.1,NDUFC2
uc058fvo.1,ALG8
uc058fvp.1,ALG8
uc058fvq.1,ALG8
uc058fvr.1,ALG8
uc058fvs.1,ALG8
uc058fvt.1,ALG8
uc058fvu.1,ALG8
uc058fvv.1,ALG8
uc058fvw.1,ALG8
uc058fvx.1,ALG8
uc058fvy.1,ALG8
uc058fvz.1,ALG8
uc058fwa.1,ALG8
uc058fwb.1,ALG8
uc058fwc.1,ALG8
uc058fwd.1,ALG8
uc058fwe.1,ALG8
uc058fwf.1,ALG8
uc058fwg.1,RNU6-126P
uc058fwh.1,ALG8
uc058fwi.1,KCTD21-AS1
uc058fwj.1,KCTD21-AS1
uc058fwk.1,KCTD21-AS1
uc058fwl.1,KCTD21-AS1
uc058fwm.1,KCTD21-AS1
uc058fwn.1,KCTD21
uc058fwo.1,KCTD21
uc058fwp.1,KCTD21
uc058fwq.1,KCTD21
uc058fwr.1,KCTD21
uc058fws.1,USP35
uc058fwt.1,USP35
uc058fwu.1,USP35
uc058fwv.1,USP35
uc058fww.1,GAB2
uc058fwx.1,GAB2
uc058fwy.1,GAB2
uc058fwz.1,GAB2
uc058fxa.1,GAB2
uc058fxb.1,
uc058fxc.1,
uc058fxd.1,
uc058fxe.1,NARS2
uc058fxf.1,NARS2
uc058fxg.1,NARS2
uc058fxh.1,NARS2
uc058fxi.1,NARS2
uc058fxj.1,NARS2
uc058fxk.1,RNU6-311P
uc058fxm.1,TENM4
uc058fxn.1,
uc058fxo.1,TENM4
uc058fxp.1,TENM4
uc058fxq.1,TENM4
uc058fxr.1,TENM4
uc058fxt.1,TENM4
uc058fxu.1,TENM4
uc058fxv.1,
uc058fxw.1,
uc058fxx.1,TENM4
uc058fxy.1,TENM4
uc058fxz.1,
uc058fya.1,
uc058fyc.1,
uc058fyd.1,
uc058fye.1,RNU6-544P
uc058fyf.1,
uc058fyi.1,MIR4300HG
uc058fyj.1,
uc058fyk.1,MIR4300HG
uc058fyl.1,
uc058fym.1,
uc058fyn.1,PRCP
uc058fyo.1,PRCP
uc058fyp.1,PRCP
uc058fyq.1,PRCP
uc058fyr.1,PRCP
uc058fys.1,PRCP
uc058fyt.1,PRCP
uc058fyu.1,PRCP
uc058fyv.1,PRCP
uc058fyw.1,PRCP
uc058fyx.1,PRCP
uc058fyy.1,PRCP
uc058fyz.1,PRCP
uc058fza.1,PRCP
uc058fzb.1,PRCP
uc058fzc.1,PRCP
uc058fzd.1,PRCP
uc058fze.1,DDIAS
uc058fzf.1,DDIAS
uc058fzg.1,DDIAS
uc058fzh.1,DDIAS
uc058fzi.1,DDIAS
uc058fzj.1,DDIAS
uc058fzk.1,DDIAS
uc058fzl.1,DDIAS
uc058fzm.1,DDIAS
uc058fzn.1,DDIAS
uc058fzo.1,
uc058fzp.1,RAB30
uc058fzq.1,RAB30
uc058fzr.1,RAB30
uc058fzs.1,RAB30
uc058fzt.1,RAB30
uc058fzu.1,RAB30
uc058fzv.1,RAB30
uc058fzw.1,RAB30
uc058fzx.1,RAB30
uc058fzy.1,RAB30
uc058fzz.1,RAB30
uc058gaa.1,RAB30-AS1
uc058gab.1,RAB30-AS1
uc058gac.1,RAB30-AS1
uc058gad.1,RAB30-AS1
uc058gae.1,RAB30-AS1
uc058gaf.1,RAB30-AS1
uc058gag.1,RAB30-AS1
uc058gah.1,
uc058gai.1,
uc058gaj.1,PCF11
uc058gal.1,PCF11
uc058gam.1,PCF11
uc058gan.1,PCF11
uc058gao.1,PCF11
uc058gap.1,
uc058gaq.1,PCF11
uc058gar.1,
uc058gas.1,PCF11-AS1
uc058gat.1,
uc058gau.1,
uc058gav.1,
uc058gaw.1,
uc058gax.1,
uc058gay.1,
uc058gaz.1,
uc058gba.1,ANKRD42
uc058gbb.1,ANKRD42
uc058gbc.1,
uc058gbd.1,ANKRD42
uc058gbe.1,ANKRD42
uc058gbf.1,CCDC90B
uc058gbg.1,CCDC90B
uc058gbh.1,CCDC90B
uc058gbi.1,CCDC90B
uc058gbj.1,CCDC90B
uc058gbk.1,CCDC90B
uc058gbl.1,CCDC90B
uc058gbm.1,CCDC90B
uc058gbn.1,CCDC90B
uc058gbo.1,CCDC90B
uc058gbp.1,CCDC90B
uc058gbq.1,CCDC90B
uc058gbr.1,CCDC90B
uc058gbs.1,CCDC90B
uc058gbt.1,CCDC90B
uc058gbu.1,
uc058gbv.1,
uc058gbw.1,DLG2
uc058gbx.1,DLG2
uc058gby.1,DLG2
uc058gbz.1,DLG2
uc058gca.1,DLG2
uc058gcb.1,DLG2
uc058gcc.1,DLG2
uc058gcd.1,DLG2
uc058gce.1,DLG2
uc058gcf.1,DLG2
uc058gcg.1,DLG2
uc058gch.1,DLG2
uc058gci.1,
uc058gcj.1,
uc058gck.1,
uc058gcl.1,
uc058gcm.1,DLG2
uc058gcn.1,DLG2
uc058gco.1,DLG2
uc058gcp.1,DLG2
uc058gcr.1,DLG2
uc058gcs.1,DLG2
uc058gct.1,
uc058gcu.1,
uc058gcv.1,
uc058gcw.1,
uc058gcx.1,DLG2
uc058gcz.1,RNU6-1292P
uc058gda.1,DLG2
uc058gdb.1,TMEM126B
uc058gdc.1,TMEM126B
uc001paq.4,TMEM126B
uc001par.4,TMEM126A
uc001pas.3,CREBZF
uc001pau.2,CCDC89
uc001pav.5,SYTL2
uc001pax.5,SYTL2
uc001pay.5,SYTL2
uc001pbg.3,CCDC83
uc001pbh.3,CCDC83
uc001pbl.4,PICALM
uc001pbm.4,PICALM
uc001pbn.4,PICALM
uc001pbp.4,EED
uc001pbq.4,EED
uc001pbr.4,EED
uc001pbu.4,HIKESHI
uc001pbv.4,HIKESHI
uc001pbw.3,CCDC81
uc001pbx.3,CCDC81
uc001pby.3,CCDC81
uc001pbz.3,ME3
uc001pcb.4,PRSS23
uc001pcd.4,PRSS23
uc001pce.4,FZD4
uc001pcf.4,
uc001pch.4,TMEM135
uc001pci.4,TMEM135
uc001pcj.3,RAB38
uc001pck.5,CTSC
uc001pcm.5,CTSC
uc001pcn.5,CTSC
uc001pcq.4,GRM5
uc001pcs.4,TYR
uc001pct.4,NOX4
uc001pcv.4,NOX4
uc001pcw.4,NOX4
uc001pcx.4,NOX4
uc001pdb.3,TRIM49
uc001pde.4,NAALAD2
uc001pdf.5,NAALAD2
uc001pdg.4,CHORDC1
uc001pdi.5,FAT3
uc001pdj.5,FAT3
uc001pdk.2,MTNR1B
uc001pdl.3,SLC36A4
uc001pdn.5,SLC36A4
uc001pdo.2,DEUP1
uc001pdp.4,DEUP1
uc001pdq.5,DEUP1
uc001pds.5,SMCO4
uc001pdu.1,CEP295
uc001pdv.4,SCARNA9
uc001pec.4,TAF1D
uc001ped.5,TAF1D
uc001pef.5,C11orf54
uc001peg.5,C11orf54
uc001peh.5,C11orf54
uc001pei.4,C11orf54
uc001pem.5,MED17
uc001pep.3,HEPHL1
uc001peq.4,PANX1
uc001per.4,PANX1
uc001pet.2,GPR83
uc001peu.4,MRE11
uc001pev.4,MRE11
uc001pew.4,ANKRD49
uc001pex.4,ANKRD49
uc001pey.4,ANKRD49
uc001pez.4,FUT4
uc001pfa.3,PIWIL4
uc001pfb.4,AMOTL1
uc001pfc.4,AMOTL1
uc001pfe.4,KDM4D
uc001pfh.4,ENDOD1
uc001pfi.1,
uc001pfl.4,SESN3
uc001pfn.3,FAM76B
uc001pfq.3,CEP57
uc009yvk.4,ME3
uc009yvm.3,GRM5
uc009yvn.3,GRM5
uc009yvp.4,NOX4
uc009yvr.4,NOX4
uc009yvu.4,TRIM49D1
uc009yvv.4,TRIM49D2
uc009yvx.4,NAALAD2
uc009yvy.4,NAALAD2
uc009yvz.4,CHORDC1
uc009ywb.2,CEP295
uc009ywe.4,SNORA25
uc009ywf.1,SNORD5
uc009ywg.1,SNORA18
uc009ywh.4,TAF1D
uc009ywi.5,C11orf54
uc009ywj.4,MRE11
uc009ywk.3,PIWIL4
uc009ywl.2,CWC15
uc010rte.4,SYTL2
uc010rtg.4,SYTL2
uc010rth.4,SYTL2
uc010rti.4,SYTL2
uc010rtj.4,SYTL2
uc010rtl.3,PICALM
uc010rtu.3,NOX4
uc010rtv.3,NOX4
uc010rtw.2,TRIM77
uc010rty.3,TRIM64
uc010rua.2,TRIM49C
uc010rub.2,UBTFL1
uc010ruc.2,VSTM5
uc010ruf.1,KDM4E
uc010rug.3,SESN3
uc021qoi.2,TMEM126A
uc021qoo.2,TRIM64B
uc021qor.1,MIR4490
uc021qot.1,MIR1304
uc031qdb.1,GRM5-AS1
uc031xyu.1,MIR6755
uc031xzp.1,MIR3166
uc031xzq.1,RNU6-16P
uc031yah.1,DISC1FP1
uc031yak.1,MIR1261
uc031yay.1,C11orf54
uc031ybg.1,MIR548L
uc031ybh.1,CWC15
uc031ybj.2,SRSF8
uc031ybm.2,
uc058gdd.1,TMEM126B
uc058gde.1,TMEM126B
uc058gdf.1,TMEM126B
uc058gdg.1,TMEM126B
uc058gdh.1,TMEM126B
uc058gdi.1,TMEM126B
uc058gdj.1,TMEM126A
uc058gdk.1,TMEM126A
uc058gdl.1,TMEM126A
uc058gdm.1,TMEM126A
uc058gdn.1,CREBZF
uc058gdo.1,CREBZF
uc058gdp.1,CREBZF
uc058gdq.1,CREBZF
uc058gdr.1,CREBZF
uc058gds.1,CREBZF
uc058gdt.1,CREBZF
uc058gdu.1,CREBZF
uc058gdv.1,SYTL2
uc058gdx.1,SYTL2
uc058gdy.1,SYTL2
uc058gea.1,SYTL2
uc058geb.1,SYTL2
uc058gec.1,SYTL2
uc058ged.1,SYTL2
uc058gef.1,SYTL2
uc058geg.1,SYTL2
uc058gei.1,SYTL2
uc058gej.1,SYTL2
uc058gek.1,SYTL2
uc058gel.1,SYTL2
uc058gem.1,SYTL2
uc058gen.1,SYTL2
uc058geo.1,SYTL2
uc058gep.1,SYTL2
uc058geq.1,
uc058ger.1,CCDC83
uc058ges.1,CCDC83
uc058get.1,
uc058geu.1,PICALM
uc058gev.1,PICALM
uc058gew.1,PICALM
uc058gex.1,PICALM
uc058gey.1,PICALM
uc058gez.1,PICALM
uc058gfa.1,PICALM
uc058gfb.1,PICALM
uc058gfc.1,PICALM
uc058gfd.1,PICALM
uc058gfe.1,PICALM
uc058gff.1,PICALM
uc058gfg.1,PICALM
uc058gfh.1,PICALM
uc058gfi.1,PICALM
uc058gfj.1,PICALM
uc058gfk.1,PICALM
uc058gfl.1,PICALM
uc058gfm.1,PICALM
uc058gfn.1,PICALM
uc058gfo.1,RNU6-560P
uc058gfp.1,
uc058gfq.1,
uc058gfr.1,EED
uc058gfs.1,EED
uc058gft.1,EED
uc058gfu.1,EED
uc058gfv.1,EED
uc058gfw.1,EED
uc058gfx.1,EED
uc058gfy.1,EED
uc058gfz.1,HIKESHI
uc058gga.1,HIKESHI
uc058ggb.1,HIKESHI
uc058ggc.1,HIKESHI
uc058ggd.1,HIKESHI
uc058gge.1,RN7SL225P
uc058ggf.1,HIKESHI
uc058ggg.1,CCDC81
uc058ggh.1,CCDC81
uc058ggi.1,CCDC81
uc058ggj.1,CCDC81
uc058ggk.1,CCDC81
uc058ggl.1,CCDC81
uc058ggm.1,CCDC81
uc058ggn.1,
uc058ggo.1,
uc058ggp.1,ME3
uc058ggq.1,ME3
uc058ggr.1,ME3
uc058ggs.1,ME3
uc058ggt.1,ME3
uc058ggu.1,ME3
uc058ggv.1,ME3
uc058ggw.1,ME3
uc058ggx.1,ME3
uc058ggy.1,ME3
uc058ggz.1,
uc058gha.1,
uc058ghb.1,PRSS23
uc058ghc.1,PRSS23
uc058ghd.1,PRSS23
uc058ghe.1,PRSS23
uc058ghf.1,PRSS23
uc058ghg.1,
uc058ghh.1,
uc058ghi.1,
uc058ghj.1,
uc058ghk.1,PRSS23
uc058ghl.1,PRSS23
uc058ghm.1,
uc058ghn.1,TMEM135
uc058gho.1,TMEM135
uc058ghp.1,TMEM135
uc058ghq.1,TMEM135
uc058ghr.1,TMEM135
uc058ght.1,
uc058ghu.1,TMEM135
uc058ghv.1,TMEM135
uc058ghw.1,
uc058ghx.1,
uc058ghy.1,RNU6-1135P
uc058ghz.1,
uc058gia.1,
uc058gib.1,
uc058gic.1,
uc058gid.1,
uc058gie.1,
uc058gif.1,
uc058gig.1,
uc058gih.1,RAB38
uc058gii.1,RAB38
uc058gik.1,
uc058gil.1,CTSC
uc058gim.1,CTSC
uc058gin.1,CTSC
uc058gio.1,CTSC
uc058gip.1,CTSC
uc058giq.1,CTSC
uc058gir.1,GRM5
uc058gis.1,GRM5-AS1
uc058git.1,GRM5
uc058giv.1,TYR
uc058giw.1,TYR
uc058gix.1,
uc058giy.1,
uc058giz.1,NOX4
uc058gja.1,NOX4
uc058gjb.1,NOX4
uc058gjc.1,NOX4
uc058gjd.1,NOX4
uc058gje.1,NOX4
uc058gjf.1,NOX4
uc058gjg.1,
uc058gjh.1,
uc058gji.1,
uc058gjj.1,
uc058gjk.1,
uc058gjl.1,
uc058gjm.1,
uc058gjn.1,TRIM77
uc058gjp.1,
uc058gjq.1,TRIM49
uc058gjr.1,TRIM49D1
uc058gjs.1,TRIM49D1
uc058gjt.1,TRIM49D2
uc058gju.1,
uc058gjv.1,
uc058gjw.1,NAALAD2
uc058gjx.1,NAALAD2
uc058gjy.1,NAALAD2
uc058gjz.1,NAALAD2
uc058gka.1,NAALAD2
uc058gkb.1,NAALAD2
uc058gkc.1,
uc058gkd.1,CHORDC1
uc058gke.1,CHORDC1
uc058gkf.1,CHORDC1
uc058gkg.1,CHORDC1
uc058gkh.1,CHORDC1
uc058gki.1,CHORDC1
uc058gkj.1,CHORDC1
uc058gkk.1,CHORDC1
uc058gkl.1,CHORDC1
uc058gkm.1,
uc058gkn.1,DISC1FP1
uc058gkp.1,DISC1FP1
uc058gkq.1,DISC1FP1
uc058gkr.1,
uc058gks.1,DISC1FP1
uc058gkt.1,
uc058gku.1,
uc058gkv.1,
uc058gkw.1,
uc058gkx.1,
uc058gky.1,
uc058gkz.1,
uc058gla.1,
uc058glb.1,
uc058glc.1,
uc058gld.1,
uc058gle.1,FAT3
uc058glf.1,
uc058glg.1,
uc058glh.1,FAT3
uc058gli.1,FAT3
uc058glj.1,FAT3
uc058glk.1,
uc058gll.1,MTNR1B
uc058glm.1,MTNR1B
uc058gln.1,
uc058glo.1,
uc058glp.1,SLC36A4
uc058glq.1,SLC36A4
uc058glr.1,SLC36A4
uc058gls.1,SLC36A4
uc058glt.1,
uc058glu.1,SLC36A4
uc058glv.1,
uc058glw.1,
uc058glx.1,
uc058gly.1,DEUP1
uc058glz.1,DEUP1
uc058gma.1,DEUP1
uc058gmb.1,DEUP1
uc058gmc.1,DEUP1
uc058gmd.1,DEUP1
uc058gme.1,DEUP1
uc058gmf.1,DEUP1
uc058gmg.1,DEUP1
uc058gmh.1,SMCO4
uc058gmi.1,SMCO4
uc058gmj.1,SMCO4
uc058gmk.1,SMCO4
uc058gml.1,SMCO4
uc058gmm.1,RN7SL223P
uc058gmn.1,
uc058gmo.1,
uc058gmp.1,CEP295
uc058gmq.1,CEP295
uc058gmr.1,CEP295
uc058gms.1,
uc058gmt.1,
uc058gmu.1,
uc058gmv.1,CEP295
uc058gmw.1,CEP295
uc058gmx.1,
uc058gmy.1,TAF1D
uc058gmz.1,TAF1D
uc058gna.1,TAF1D
uc058gnb.1,TAF1D
uc058gnc.1,TAF1D
uc058gnd.1,TAF1D
uc058gne.1,TAF1D
uc058gnf.1,TAF1D
uc058gng.1,SNORA32
uc058gnh.1,TAF1D
uc058gni.1,TAF1D
uc058gnj.1,SNORD6
uc058gnk.1,SNORA1
uc058gnl.1,SNORA8
uc058gnn.1,TAF1D
uc058gno.1,TAF1D
uc058gnp.1,TAF1D
uc058gnq.1,SNORA40
uc058gnr.1,TAF1D
uc058gns.1,TAF1D
uc058gnt.1,TAF1D
uc058gnu.1,TAF1D
uc058gnv.1,TAF1D
uc058gnw.1,TAF1D
uc058gnx.1,C11orf54
uc058gny.1,C11orf54
uc058gnz.1,C11orf54
uc058goa.1,C11orf54
uc058gob.1,C11orf54
uc058goc.1,C11orf54
uc058god.1,C11orf54
uc058goe.1,C11orf54
uc058gof.1,C11orf54
uc058gog.1,MED17
uc058gom.1,MED17
uc058gon.1,MED17
uc058gop.1,VSTM5
uc058goq.1,VSTM5
uc058gor.1,
uc058gos.1,
uc058got.1,
uc058gou.1,IZUMO1R
uc058gow.1,GPR83
uc058gox.1,MRE11
uc058goy.1,MRE11
uc058goz.1,
uc058gpa.1,MRE11
uc058gpb.1,MRE11
uc058gpc.1,MRE11
uc058gpd.1,MRE11
uc058gpe.1,MRE11
uc058gpf.1,ANKRD49
uc058gpg.1,ANKRD49
uc058gph.1,ANKRD49
uc058gpi.1,ANKRD49
uc058gpj.1,ANKRD49
uc058gpk.1,ANKRD49
uc058gpl.1,ANKRD49
uc058gpm.1,ANKRD49
uc058gpo.1,PIWIL4
uc058gpp.1,
uc058gpq.1,
uc058gpr.1,
uc058gps.1,PIWIL4
uc058gpt.1,PIWIL4
uc058gpu.1,
uc058gpv.1,
uc058gpw.1,
uc058gpx.1,
uc058gpy.1,
uc058gpz.1,AMOTL1
uc058gqa.1,AMOTL1
uc058gqb.1,AMOTL1
uc058gqc.1,
uc058gqd.1,CWC15
uc058gqe.1,CWC15
uc058gqf.1,CWC15
uc058gqg.1,CWC15
uc058gqh.1,KDM4D
uc058gqi.1,KDM4D
uc058gqj.1,
uc058gqk.1,
uc058gql.1,
uc058gqm.1,SESN3
uc058gqn.1,SESN3
uc058gqo.1,
uc058gqp.1,
uc058gqq.1,
uc058gqt.1,
uc058gqu.1,
uc058gqv.1,FAM76B
uc058gqw.1,FAM76B
uc058gqx.1,FAM76B
uc058gqy.1,FAM76B
uc058gqz.1,FAM76B
uc058gra.1,FAM76B
uc058grb.1,FAM76B
uc058grc.1,FAM76B
uc058grd.1,FAM76B
uc058gre.1,FAM76B
uc058grf.1,FAM76B
uc058grg.1,FAM76B
uc058grh.1,CEP57
uc001pfo.3,CEP57
uc001pfp.2,CEP57
uc001pft.4,MTMR2
uc001pfu.4,MTMR2
uc001pfw.3,MAML2
uc001pfz.4,CNTN5
uc001pga.4,CNTN5
uc001pgc.3,ARHGAP42
uc001pge.2,ARHGAP42
uc001pgf.4,ARHGAP42
uc001pgh.3,PGR
uc001pgk.4,TRPC6
uc001pgl.3,ANGPTL5
uc001pgm.4,CEP126
uc001pgo.4,CFAP300
uc001pgp.4,CFAP300
uc001pgr.4,
uc001pgt.3,YAP1
uc001pgu.4,YAP1
uc001pgv.4,YAP1
uc001pgx.5,BIRC3
uc001pgy.5,BIRC2
uc001pha.4,TMEM123
uc001phb.4,MMP7
uc001phc.3,MMP20
uc001phd.2,MMP27
uc001phe.2,MMP8
uc001phg.3,MMP10
uc001phi.3,MMP1
uc001phj.2,MMP3
uc001phl.4,MMP13
uc001phm.4,DCUN1D5
uc001phn.2,DYNC2H1
uc001pho.2,DYNC2H1
uc001php.4,PDGFD
uc001phq.4,PDGFD
uc001phr.3,DDI1
uc001pib.2,CASP4
uc001pid.2,CASP4
uc001pig.5,CASP1
uc001pim.6,CASP1
uc001pio.2,CARD16
uc001pip.2,CARD16
uc001pir.1,CARD17
uc001pit.4,GRIA4
uc001piu.2,GRIA4
uc001piv.5,GRIA4
uc001piw.2,GRIA4
uc001pix.2,GRIA4
uc001piz.3,MSANTD4
uc001pja.4,KBTBD3
uc001pjb.4,KBTBD3
uc001pjc.2,AASDHPPT
uc001pjf.6,GUCY1A2
uc001pjg.3,GUCY1A2
uc001pjm.4,ELMOD1
uc001pjo.2,ELMOD1
uc001pjp.4,SLN
uc001pjq.3,SLC35F2
uc001pjt.4,RAB39A
uc001pjv.4,CUL5
uc001pjw.2,ACAT1
uc001pjy.4,ACAT1
uc001pjz.6,NPAT
uc001pka.4,NPAT
uc001pkb.1,ATM
uc001pkc.1,ATM
uc001pkd.5,ATM
uc001pkf.4,ATM
uc001pkh.3,C11orf65
uc001pki.3,KDELC2
uc001pkj.3,KDELC2
uc001pkk.3,EXPH5
uc001pkl.3,DDX10
uc001pkm.4,DDX10
uc001pkr.5,ZC3H12C
uc001pku.4,RDX
uc001pkx.4,FDX1
uc001pky.3,ARHGAP20
uc001pkz.3,ARHGAP20
uc001pla.3,ARHGAP20
uc001plb.2,ARHGAP20
uc001plc.4,C11orf53
uc001pld.4,COLCA1
uc001ple.5,COLCA1
uc001plg.5,POU2AF1
uc001plh.1,POU2AF1
uc009ywp.4,CCDC82
uc009ywu.5,JRKL
uc009ywv.3,CNTN5
uc009ywy.4,TRPC6
uc009yxc.4,TMEM123
uc009yxd.5,MMP7
uc009yxe.2,DYNC2H1
uc009yxi.5,CASP1
uc009yxk.2,GRIA4
uc009yxl.2,GRIA4
uc009yxm.4,KBTBD3
uc009yxp.4,ALKBH8
uc009yxr.2,ATM
uc009yxs.2,ATM
uc009yxw.3,ZC3H12C
uc009yxx.2,RDX
uc009yxy.3,RDX
uc009yxz.3,RDX
uc009yya.3,RDX
uc009yyb.3,ARHGAP20
uc010rul.3,
uc010ruo.3,YAP1
uc010rup.2,YAP1
uc010ruq.4,BIRC2
uc010rur.4,BIRC2
uc010rus.2,MMP7
uc010ruz.1,CASP5
uc010rva.2,CASP5
uc010rvb.2,CASP5
uc010rvc.1,CASP5
uc010rvk.4,CASP1
uc010rvo.3,GUCY1A2
uc010rvp.3,CWF19L2
uc010rvs.3,ELMOD1
uc010rvt.3,ELMOD1
uc010rvx.1,C11orf65
uc010rwb.3,C11orf87
uc010rwd.3,ZC3H12C
uc010rwe.3,RDX
uc010rwf.3,COLCA2
uc021qoz.2,MIR1260B
uc021qpb.2,CNTN5
uc021qpc.2,CNTN5
uc021qpe.1,MIR3920
uc021qpj.1,MIR4693
uc021qpp.3,CASP1
uc021qpr.3,CASP1
uc021qps.3,CASP1
uc021qpy.2,CARD18
uc021qpz.1,RNU6-277P
uc021qqc.1,RNA5SP349
uc021qqh.1,RNA5SP350
uc021qqi.2,MIR4491
uc031qdi.2,PGR
uc031qdk.2,YAP1
uc031qdl.3,YAP1
uc031qdn.2,YAP1
uc031qdp.3,CASP12
uc031qdq.3,CASP12
uc031qdr.2,CASP12
uc031qds.3,CASP12
uc031qdt.3,CASP12
uc031qdu.3,CASP12
uc031qdv.3,CASP12
uc031qdw.3,CASP12
uc031qdy.1,RDX
uc031qdz.2,ARHGAP20
uc031qea.2,COLCA2
uc031qec.1,
uc031yde.2,MMP12
uc031ydr.1,CASP12
uc031yec.2,
uc031yee.2,
uc031yes.2,COLCA2
uc058gri.1,CEP57
uc058grj.1,CEP57
uc058grk.1,CEP57
uc058grl.1,CEP57
uc058grm.1,CEP57
uc058grn.1,CEP57
uc058gro.1,CEP57
uc058grp.1,CEP57
uc058grq.1,CEP57
uc058grr.1,CEP57
uc058grs.1,CEP57
uc058grt.1,CEP57
uc058gru.1,MTMR2
uc058grv.1,MTMR2
uc058grw.1,MTMR2
uc058grx.1,RNA5SP345
uc058gry.1,MTMR2
uc058grz.1,MTMR2
uc058gsa.1,MTMR2
uc058gsb.1,MTMR2
uc058gsc.1,MTMR2
uc058gsd.1,MTMR2
uc058gse.1,MTMR2
uc058gsf.1,MTMR2
uc058gsg.1,MTMR2
uc058gsh.1,MTMR2
uc058gsi.1,MAML2
uc058gsk.1,CCDC82
uc058gsl.1,CCDC82
uc058gsn.1,CCDC82
uc058gso.1,CCDC82
uc058gsp.1,CCDC82
uc058gsq.1,CCDC82
uc058gsr.1,JRKL
uc058gss.1,JRKL-AS1
uc058gst.1,RNA5SP346
uc058gsu.1,
uc058gsv.1,
uc058gsw.1,LINC02553
uc058gsx.1,RNA5SP347
uc058gsy.1,
uc058gsz.1,
uc058gta.1,
uc058gtb.1,
uc058gtc.1,CNTN5
uc058gtd.1,RN7SKP53
uc058gtf.1,CNTN5
uc058gtg.1,CNTN5
uc058gth.1,CNTN5
uc058gti.1,CNTN5
uc058gtj.1,CNTN5
uc058gtk.1,CNTN5
uc058gtl.1,RN7SL222P
uc058gtm.1,ARHGAP42
uc058gtn.1,ARHGAP42
uc058gto.1,ARHGAP42
uc058gtp.1,ARHGAP42
uc058gtr.1,ARHGAP42
uc058gts.1,RN7SKP115
uc058gtt.1,ARHGAP42
uc058gtu.1,PGR
uc058gtv.1,PGR
uc058gtw.1,PGR
uc058gtx.1,PGR
uc058gty.1,PGR
uc058gtz.1,PGR
uc058gua.1,PGR
uc058gub.1,PGR
uc058guc.1,TRPC6
uc058gud.1,TRPC6
uc058gue.1,TRPC6
uc058guf.1,TRPC6
uc058gug.1,TRPC6
uc058guh.1,ANGPTL5
